State,District,Crop,Season,Soil_Type,Rainfall_mm,Temperature_C,Humidity_pct,Area_hectares,Fertilizer_kg_per_hectare,Pesticide_kg_per_hectare,Price_per_quintal
Punjab,Patiala,Maize,Zaid,Laterite,145.3,37.3,44.6,43.68,76.6,20.12,2424.69
Punjab,Amritsar,Maize,Kharif,Laterite,635.7,27.4,78.0,7.82,74.3,1.99,2180.59
Andhra Pradesh,Kurnool,Bajra,Zaid,Red,76.2,41.1,54.7,22.22,157.0,14.46,3816.08
Karnataka,Belgaum,Tomato,Kharif,Desert (Arid),778.6,30.3,79.0,34.08,226.6,18.99,962.24
Gujarat,Junagadh,Chana (Gram),Zaid,Red,157.5,36.2,54.8,21.6,88.1,20.83,6527.84
Telangana,Nalgonda,Bajra,Rabi,Clay,310.4,19.5,52.9,18.21,78.7,17.44,3269.34
Karnataka,Shimoga,Rice,Whole Year,Alluvial,523.7,26.7,69.9,17.93,241.2,5.26,1541.03
Bihar,Muzaffarpur,Tur (Arhar),Rabi,Mountain,242.1,24.4,51.8,17.57,227.1,20.75,8306.21
Punjab,Jalandhar,Potato,Whole Year,Black (Regur),652.3,27.5,63.7,40.62,157.4,1.54,661.19
Telangana,Nalgonda,Tomato,Whole Year,Clay,910.9,23.7,71.5,6.79,72.2,18.97,1020.78
Tamil Nadu,Madurai,Sugarcane,Zaid,Sandy Loam,108.0,38.4,46.1,32.32,199.1,11.65,334.46
Andhra Pradesh,Krishna,Mustard,Kharif,Red,1002.5,26.6,62.3,48.1,91.0,7.12,3547.62
Uttar Pradesh,Agra,Maize,Kharif,Sandy Loam,1004.7,30.5,80.6,34.29,129.9,13.67,1558.06
Punjab,Jalandhar,Rice,Whole Year,Black (Regur),522.8,25.7,64.8,1.11,175.5,15.2,1835.14
Rajasthan,Ajmer,Tur (Arhar),Whole Year,Laterite,503.7,23.0,65.1,19.03,241.7,5.23,4796.66
Punjab,Bathinda,Jowar,Kharif,Desert (Arid),658.6,32.8,67.2,30.06,66.1,18.17,2847.32
Uttar Pradesh,Varanasi,Rice,Kharif,Sandy Loam,313.7,29.4,79.1,11.85,139.9,4.9,2233.55
Madhya Pradesh,Ujjain,Onion,Kharif,Mountain,951.4,30.7,81.0,8.76,43.2,1.13,1904.25
Uttar Pradesh,Meerut,Soybean,Kharif,Red,978.4,31.6,69.0,1.82,58.7,13.47,3890.23
Telangana,Nizamabad,Rice,Zaid,Sandy Loam,145.1,36.5,43.3,19.35,114.2,12.13,2991.93
Andhra Pradesh,Krishna,Soybean,Kharif,Red,1003.3,29.2,72.0,31.05,207.3,23.56,3320.79
Rajasthan,Udaipur,Bajra,,Black (Regur),210.2,35.0,22.6,11.26,162.8,2.18,2869.66
Maharashtra,Pune,Maize,Whole Year,Alluvial,601.3,23.7,60.4,32.23,71.8,9.52,2193.57
Bihar,Bhagalpur,Soybean,Kharif,Clay,444.1,28.4,80.4,21.74,136.9,12.48,4385.27
Gujarat,Rajkot,Sugarcane,Rabi,Red,421.9,21.2,46.0,1.55,257.8,2.44,384.18
Karnataka,Dharwad,Onion,Kharif,Red,1326.8,25.1,73.4,23.06,89.2,23.14,2667.73
Madhya Pradesh,Gwalior,Bajra,Rabi,Mountain,206.7,20.9,54.7,19.38,70.9,18.79,3308.06
Karnataka,Mysore,Sugarcane,Zaid,Laterite,153.4,34.8,45.4,6.38,213.0,18.57,404.85
Madhya Pradesh,Ujjain,Tur (Arhar),Whole Year,Alluvial,433.4,23.1,38.1,6.6,253.1,7.99,4969.42
Rajasthan,Kota,Maize,Kharif,Clay,1150.3,30.1,60.0,32.79,284.0,20.62,1669.8
Uttar Pradesh,Allahabad,Wheat,Whole Year,Mountain,668.8,26.5,72.7,42.05,41.8,23.26,2401.5
Telangana,Nizamabad,Rice,Whole Year,Clay,456.1,28.0,82.7,39.52,155.0,18.41,2535.8
Uttar Pradesh,Varanasi,Bajra,Whole Year,Sandy Loam,144.1,24.1,51.8,28.12,181.5,22.23,2013.07
West Bengal,Burdwan,Wheat,Rabi,Red,520.6,20.6,53.9,30.73,242.4,22.86,1919.2
Punjab,Ludhiana,Bajra,Whole Year,Laterite,966.6,30.6,49.6,37.95,109.0,13.66,1814.61
Telangana,Medak,Sugarcane,Kharif,Clay,1290.5,30.6,79.6,1.25,169.9,18.28,254.34
Madhya Pradesh,Bhopal,Tur (Arhar),Kharif,Red,809.4,33.5,73.5,12.17,53.2,17.04,6238.15
Andhra Pradesh,Guntur,Cotton,Kharif,Red,949.7,32.8,98.0,32.2,282.9,24.79,5303.57
Uttar Pradesh,Lucknow,Onion,Kharif,Red,644.1,28.4,76.9,40.32,58.6,4.83,2075.71
Andhra Pradesh,Guntur,Maize,Kharif,Sandy Loam,671.0,35.5,57.5,3.27,99.2,11.62,2372.61
Tamil Nadu,Thanjavur,Bajra,Kharif,Black (Regur),691.4,28.2,85.7,45.32,194.1,3.89,2402.61
Andhra Pradesh,Guntur,Maize,Rabi,Desert (Arid),272.9,14.0,54.3,6.51,242.8,10.61,2583.49
Rajasthan,Ajmer,Wheat,Kharif,Black (Regur),969.5,28.8,68.8,7.14,205.8,19.59,1657.19
West Bengal,Murshidabad,Bajra,Kharif,Alluvial,459.4,36.0,86.4,2.55,100.6,7.29,2467.29
West Bengal,Nadia,Sugarcane,Rabi,Alluvial,392.1,18.8,62.0,31.1,179.7,8.17,307.76
Gujarat,Surat,Groundnut,Kharif,Desert (Arid),589.2,25.0,70.3,8.2,82.2,20.42,6191.77
Uttar Pradesh,Meerut,Mustard,Zaid,Black (Regur),128.8,33.5,47.0,33.18,247.1,16.6,4373.25
Gujarat,Ahmedabad,Wheat,Kharif,Desert (Arid),721.0,32.1,92.7,48.6,232.6,19.5,1857.17
Rajasthan,Udaipur,Jowar,Rabi,Clay,352.9,16.8,41.2,11.51,99.8,4.75,3721.34
Telangana,Warangal,Rice,Kharif,Sandy Loam,366.9,30.7,79.7,38.36,273.9,13.38,2216.05
Madhya Pradesh,Indore,Maize,Kharif,Desert (Arid),724.8,35.9,77.1,5.95,221.9,5.39,2177.16
Gujarat,Vadodara,Potato,Whole Year,Black (Regur),378.0,27.9,58.8,17.21,254.3,2.7,1316.35
Punjab,Ludhiana,Wheat,Whole Year,Sandy Loam,501.2,31.3,83.6,32.77,210.9,23.38,1625.1
Bihar,Darbhanga,Onion,Kharif,Mountain,990.7,30.1,81.7,14.83,194.5,20.5,782.66
Telangana,Nalgonda,Sugarcane,Whole Year,Alluvial,695.2,26.2,76.9,34.18,149.1,17.09,243.2
Gujarat,Rajkot,Groundnut,Rabi,Red,288.3,15.9,51.5,16.85,82.9,11.24,6148.89
Telangana,Nizamabad,Maize,Whole Year,Clay,430.4,28.3,66.0,46.09,263.7,17.68,2052.25
Rajasthan,Kota,Potato,Whole Year,Red,301.0,29.9,65.8,33.75,114.7,17.12,1453.93
West Bengal,Nadia,Mustard,Zaid,Alluvial,219.8,34.4,57.0,21.37,39.3,15.14,5360.09
Karnataka,Shimoga,Cotton,Whole Year,Red,570.5,26.2,62.0,32.11,134.9,21.19,5058.25
West Bengal,Murshidabad,Mustard,Zaid,Desert (Arid),120.5,34.6,47.2,2.59,168.9,16.08,6337.04
Bihar,Gaya,Jowar,Whole Year,Black (Regur),832.6,25.0,56.6,37.09,64.0,18.15,2084.92
Rajasthan,Udaipur,Bajra,Zaid,Sandy Loam,101.0,34.8,25.8,20.32,232.3,19.4,2856.07
Madhya Pradesh,Indore,Onion,Rabi,Clay,439.4,19.4,72.7,43.37,84.7,18.84,965.88
Rajasthan,Kota,Rice,Rabi,Alluvial,244.1,19.8,69.2,26.65,239.9,21.47,2384.81
Tamil Nadu,Thanjavur,Groundnut,Rabi,Clay,218.6,21.4,54.1,44.84,212.2,11.06,4887.18
Gujarat,Surat,Rice,Kharif,Sandy Loam,1030.7,30.9,82.2,32.67,256.2,11.39,1995.3
Gujarat,Vadodara,Tur (Arhar),Whole Year,Black (Regur),743.1,28.4,56.6,17.98,20.9,12.24,5108.0
Karnataka,Belgaum,Groundnut,Whole Year,Sandy Loam,650.6,23.8,67.2,32.36,165.3,21.77,4855.08
Madhya Pradesh,Gwalior,Wheat,Rabi,Desert (Arid),411.5,17.5,47.4,4.96,99.1,10.39,2913.26
Punjab,Jalandhar,Mustard,Rabi,Mountain,498.5,15.3,44.7,45.03,130.9,16.24,4676.81
Uttar Pradesh,Meerut,Jowar,Zaid,Mountain,199.2,40.0,54.8,38.55,214.3,0.58,4525.02
Andhra Pradesh,East Godavari,Onion,Zaid,Sandy Loam,138.9,36.5,53.2,17.2,169.4,5.51,2292.21
Madhya Pradesh,Bhopal,Mustard,Kharif,Clay,955.9,31.0,62.7,37.11,234.0,11.02,4144.86
Bihar,Gaya,Maize,Zaid,Red,94.8,36.1,36.3,13.57,127.1,4.42,2388.68
Uttar Pradesh,Allahabad,Bajra,Zaid,Mountain,69.2,35.3,54.2,29.43,36.9,5.48,3383.85
Tamil Nadu,Tirunelveli,Soybean,Rabi,Alluvial,155.3,20.2,63.1,13.97,235.5,24.57,4459.79
Rajasthan,Udaipur,Cotton,Whole Year,Mountain,389.4,25.1,65.9,14.58,33.4,21.91,6597.4
Rajasthan,Kota,Maize,Kharif,Clay,662.7,24.8,72.2,31.56,284.3,10.14,1651.4
Karnataka,Shimoga,Wheat,Zaid,Desert (Arid),178.0,38.0,44.5,3.09,140.1,6.32,2871.21
Madhya Pradesh,Indore,Jowar,Rabi,Sandy Loam,350.5,18.2,59.3,31.25,142.5,20.6,3359.14
West Bengal,Birbhum,Tomato,Zaid,Clay,96.1,39.9,34.4,1.47,167.3,20.81,1720.28
Tamil Nadu,Madurai,Maize,Kharif,Red,1203.1,33.0,70.4,19.83,73.6,0.93,1853.35
Madhya Pradesh,Bhopal,Bajra,Whole Year,Laterite,294.3,23.6,70.1,31.57,90.7,14.25,2605.92
Andhra Pradesh,West Godavari,Maize,Kharif,Clay,227.2,31.8,80.3,43.37,235.0,17.73,1719.68
Uttar Pradesh,Varanasi,Jowar,Rabi,Alluvial,205.6,19.0,68.3,7.28,23.5,6.7,3733.13
Maharashtra,Pune,Chana (Gram),Zaid,Clay,74.2,39.6,55.0,14.92,107.5,13.8,6350.83
West Bengal,Hooghly,Onion,Kharif,Clay,902.9,30.9,57.6,20.44,145.4,23.94,1907.75
Karnataka,Dharwad,Tomato,Kharif,Clay,904.4,28.3,87.3,15.69,209.2,13.73,489.02
West Bengal,Hooghly,Mustard,Whole Year,Clay,706.8,29.4,58.5,35.84,173.8,20.31,4143.31
Tamil Nadu,Tirunelveli,Tomato,Rabi,Clay,290.2,18.9,37.3,16.89,134.7,4.11,1222.38
Madhya Pradesh,Gwalior,Groundnut,Rabi,Desert (Arid),422.5,15.0,75.3,34.3,209.2,10.88,6657.27
Uttar Pradesh,Varanasi,Jowar,Whole Year,Red,743.6,26.2,80.1,36.98,218.2,17.2,2463.89
Telangana,Medak,Mustard,Whole Year,Alluvial,773.5,26.8,86.4,9.82,275.1,8.23,3905.53
Andhra Pradesh,Kurnool,Mustard,Zaid,Sandy Loam,223.6,33.4,67.5,4.01,94.5,15.65,6072.28
Karnataka,Shimoga,Jowar,Whole Year,Mountain,495.1,27.7,60.7,23.43,94.8,12.33,2846.49
Bihar,Darbhanga,Jowar,Zaid,Desert (Arid),121.8,37.1,50.0,46.82,88.4,18.9,3737.58
Tamil Nadu,Madurai,Tomato,Whole Year,Desert (Arid),509.2,24.3,80.4,13.57,20.2,0.67,1726.71
Karnataka,Mysore,Chana (Gram),Whole Year,Mountain,333.9,28.2,66.3,22.61,178.5,9.62,4914.91
Punjab,Bathinda,Groundnut,Rabi,Black (Regur),413.3,19.8,45.8,28.36,120.3,21.95,7017.89
Uttar Pradesh,Allahabad,Wheat,Rabi,Laterite,235.7,21.7,68.8,33.28,248.7,24.48,2083.8
Maharashtra,Ahmednagar,Sugarcane,Rabi,Alluvial,316.1,19.8,55.7,25.72,124.5,17.12,352.4
Gujarat,Ahmedabad,Sugarcane,Whole Year,Desert (Arid),521.4,31.0,52.4,17.42,198.5,9.57,292.69
Andhra Pradesh,Kurnool,Potato,Whole Year,Alluvial,521.4,28.6,65.5,23.75,86.9,,687.96
Andhra Pradesh,Krishna,Chana (Gram),Zaid,Clay,172.1,29.5,23.2,46.03,78.1,9.07,5442.66
Maharashtra,Nashik,Potato,Zaid,Mountain,74.3,28.7,38.3,32.05,205.0,23.06,1368.94
Andhra Pradesh,East Godavari,Maize,Rabi,Black (Regur),224.1,16.7,57.6,22.79,289.6,9.13,1798.92
Madhya Pradesh,Ujjain,Rice,Kharif,Clay,756.7,31.5,55.2,36.86,34.1,12.74,2251.58
Andhra Pradesh,Guntur,Soybean,Zaid,Laterite,156.6,33.4,59.2,44.02,208.7,17.33,5512.79
Tamil Nadu,Madurai,Onion,Zaid,Desert (Arid),226.0,37.6,50.5,17.86,150.7,11.29,2111.99
Rajasthan,Ajmer,Maize,Whole Year,Mountain,285.9,27.4,55.2,47.28,285.8,21.49,2282.53
Maharashtra,Nagpur,Bajra,Zaid,Mountain,131.7,33.7,40.3,38.48,285.6,14.01,2835.31
Uttar Pradesh,Lucknow,Bajra,Kharif,Laterite,826.8,29.8,83.1,21.72,149.0,23.8,1833.36
Bihar,Bhagalpur,Maize,Zaid,Alluvial,239.5,36.3,39.7,40.75,112.0,14.7,3021.0
Punjab,Amritsar,Cotton,Rabi,Laterite,265.8,20.0,55.0,6.23,158.8,3.9,7805.85
Telangana,Karimnagar,Jowar,Whole Year,Desert (Arid),707.0,30.4,71.9,20.12,103.6,9.87,2830.81
Karnataka,Mysore,Groundnut,Kharif,Clay,763.2,27.2,74.3,8.94,47.4,4.74,4888.56
Gujarat,Vadodara,Mustard,Kharif,Red,718.6,33.8,77.8,5.1,219.0,10.17,4396.21
Punjab,Jalandhar,Bajra,Rabi,Mountain,260.2,9.8,71.4,17.45,39.2,17.32,2496.86
Maharashtra,Nagpur,Jowar,Rabi,Mountain,368.7,20.0,41.1,21.33,134.4,14.63,4097.15
Uttar Pradesh,Allahabad,Chana (Gram),Whole Year,Alluvial,495.4,27.2,64.6,29.96,223.6,5.38,3375.2
Punjab,Amritsar,Groundnut,Rabi,Black (Regur),215.4,19.6,71.0,18.14,172.6,12.88,5344.89
Karnataka,Shimoga,Onion,Zaid,Laterite,172.9,37.0,49.0,45.88,196.5,5.83,1171.19
Telangana,Medak,Tur (Arhar),Rabi,Clay,319.7,17.2,56.8,31.3,273.9,22.45,7189.32
Bihar,Muzaffarpur,Tur (Arhar),Rabi,Desert (Arid),480.9,14.2,68.8,0.87,241.6,10.14,7920.48
West Bengal,Birbhum,Potato,Zaid,Alluvial,122.9,37.8,36.1,13.48,53.3,2.9,1260.87
Maharashtra,Ahmednagar,Tur (Arhar),Kharif,Alluvial,906.1,30.4,79.6,41.29,222.4,4.43,5490.84
Andhra Pradesh,Guntur,Cotton,Zaid,Clay,180.2,33.8,47.2,23.94,217.8,16.18,6783.58
Bihar,Bhagalpur,Soybean,Rabi,Black (Regur),328.7,25.5,37.7,40.61,55.5,4.48,5892.47
Bihar,Bhagalpur,Rice,Kharif,Laterite,687.8,30.9,90.3,11.49,157.3,6.55,2060.62
Punjab,Amritsar,Groundnut,Whole Year,Desert (Arid),455.0,24.2,69.0,19.26,296.1,19.39,4711.26
Maharashtra,Nashik,Groundnut,Zaid,Black (Regur),142.4,35.4,39.4,42.19,129.4,14.75,5988.85
Andhra Pradesh,East Godavari,Wheat,Rabi,Red,312.4,20.4,62.0,31.67,238.4,23.57,2369.94
Andhra Pradesh,Krishna,Onion,Rabi,Sandy Loam,283.0,23.0,56.7,25.02,78.7,14.54,1111.69
Gujarat,Rajkot,Rice,Whole Year,Mountain,345.5,31.5,69.5,38.15,85.6,18.5,2317.6
Rajasthan,Ajmer,Onion,Whole Year,Clay,472.4,23.7,69.9,14.73,191.3,9.41,2500.24
Karnataka,Belgaum,Jowar,Zaid,Desert (Arid),222.3,36.8,44.6,4.96,42.7,1.9,4364.49
Andhra Pradesh,East Godavari,Maize,Rabi,Sandy Loam,307.1,25.2,52.7,43.84,54.8,9.39,2269.24
Tamil Nadu,Salem,Rice,Zaid,Desert (Arid),102.9,35.6,36.2,16.41,136.2,7.06,3613.59
Tamil Nadu,Madurai,Tur (Arhar),Zaid,Desert (Arid),114.0,39.5,59.0,17.87,221.8,3.35,9572.48
Maharashtra,Nagpur,Chana (Gram),Rabi,Mountain,341.3,20.5,63.5,6.52,127.3,19.12,5496.54
West Bengal,Birbhum,Groundnut,Kharif,Sandy Loam,916.0,31.6,77.7,39.0,261.2,0.91,3784.14
Uttar Pradesh,Agra,Tur (Arhar),Rabi,Black (Regur),329.9,21.6,67.3,15.37,96.4,9.33,7989.02
Madhya Pradesh,Gwalior,Jowar,Rabi,Clay,197.1,16.6,50.6,25.79,201.2,23.04,4373.97
Telangana,Medak,Wheat,Kharif,Black (Regur),1498.2,32.3,79.6,42.97,215.5,7.5,1979.32
Karnataka,Raichur,Groundnut,Whole Year,Red,868.5,33.2,57.0,14.89,154.9,8.41,4786.25
Bihar,Gaya,Jowar,Rabi,Mountain,266.7,20.5,71.9,7.89,168.8,21.26,4082.28
Rajasthan,Ajmer,Onion,Kharif,Laterite,267.7,35.7,65.5,30.78,167.5,7.93,1673.81
Karnataka,Raichur,Bajra,Rabi,Desert (Arid),338.4,17.7,42.3,47.88,67.9,19.4,2812.81
Telangana,Nalgonda,Potato,Zaid,Black (Regur),65.3,36.2,33.2,9.1,213.7,23.83,805.05
Maharashtra,Kolhapur,Onion,Whole Year,Laterite,972.6,29.6,57.0,47.1,129.2,18.45,2243.12
Madhya Pradesh,Indore,Onion,Rabi,Red,269.1,20.1,57.5,42.14,108.2,24.13,1375.0
Tamil Nadu,Coimbatore,Soybean,Whole Year,Laterite,868.8,23.0,54.9,18.72,246.8,17.19,2697.09
Gujarat,Surat,Mustard,Rabi,Desert (Arid),190.1,20.8,52.0,22.48,286.2,0.84,5396.48
Andhra Pradesh,Guntur,Cotton,Whole Year,Black (Regur),682.9,27.2,38.1,41.72,86.0,14.08,5521.51
Rajasthan,Jaipur,Maize,Kharif,Alluvial,875.1,32.6,51.4,8.28,87.2,2.28,2160.5
Maharashtra,Pune,Soybean,Whole Year,Red,427.2,27.9,59.9,12.95,151.8,24.26,3453.15
Maharashtra,Nagpur,Maize,Whole Year,Clay,820.1,28.0,65.8,27.11,182.9,24.21,1648.04
Bihar,Muzaffarpur,Rice,Whole Year,Desert (Arid),604.3,27.7,56.7,16.06,181.2,3.61,1806.49
Uttar Pradesh,Lucknow,Jowar,Rabi,Laterite,334.2,17.8,59.9,19.84,299.1,3.24,3293.33
Maharashtra,Kolhapur,Bajra,Zaid,Red,200.4,36.8,47.3,18.29,251.3,1.91,2890.05
Karnataka,Belgaum,Chana (Gram),Rabi,Mountain,151.6,11.5,59.2,1.15,269.8,3.74,4955.13
Maharashtra,Pune,Rice,Kharif,Black (Regur),913.0,26.7,75.8,41.41,30.5,16.0,1754.5
Andhra Pradesh,Kurnool,Tomato,Rabi,Clay,109.6,20.2,66.5,46.18,225.5,20.81,2032.19
Andhra Pradesh,Guntur,Sugarcane,Rabi,Red,330.3,17.7,44.7,22.19,170.4,13.69,331.59
Uttar Pradesh,Varanasi,Bajra,Kharif,Clay,791.9,28.9,75.8,15.81,21.8,23.63,2360.32
Bihar,Darbhanga,Potato,Rabi,Mountain,311.2,26.8,69.4,37.84,25.7,7.23,1440.55
Telangana,Medak,Soybean,Zaid,Red,128.3,34.7,37.2,44.42,24.8,23.52,6115.74
Tamil Nadu,Salem,Soybean,Whole Year,Alluvial,753.8,25.7,69.9,26.01,220.7,10.11,2729.7
Gujarat,Junagadh,Sugarcane,Rabi,Mountain,205.9,20.9,54.6,5.52,22.4,17.05,336.49
Tamil Nadu,Thanjavur,Rice,Rabi,Mountain,239.7,22.2,50.7,38.89,40.2,23.06,2200.83
Telangana,Nizamabad,Soybean,Whole Year,Desert (Arid),506.1,28.1,73.7,28.99,112.3,7.18,3580.05
Uttar Pradesh,Agra,Potato,Rabi,Clay,278.2,17.8,55.5,30.36,215.5,4.34,930.09
Madhya Pradesh,Ujjain,Groundnut,Whole Year,Mountain,738.9,25.1,49.2,8.6,272.7,8.38,4163.43
West Bengal,Birbhum,Potato,Rabi,Red,234.7,20.7,50.2,37.82,184.1,6.62,1604.71
Gujarat,Junagadh,Sugarcane,Zaid,Alluvial,215.0,33.9,48.0,10.47,101.3,21.02,448.29
West Bengal,Murshidabad,Jowar,Zaid,Clay,104.5,39.1,42.9,36.71,182.4,3.25,3414.49
Tamil Nadu,Salem,Wheat,Kharif,Alluvial,657.3,29.5,78.5,12.26,109.4,11.13,1927.45
West Bengal,Hooghly,Tur (Arhar),Whole Year,Black (Regur),696.1,22.4,81.2,37.17,105.3,12.46,5549.92
West Bengal,Murshidabad,Wheat,Whole Year,Alluvial,556.0,29.4,64.6,0.51,120.6,1.07,2134.87
Punjab,Amritsar,Sugarcane,Zaid,Desert (Arid),159.6,36.1,54.5,22.51,264.9,9.84,436.61
Bihar,Bhagalpur,Groundnut,Kharif,Clay,966.4,29.6,75.1,44.19,241.1,1.1,4907.28
Andhra Pradesh,Krishna,Tur (Arhar),Whole Year,Black (Regur),289.9,25.8,63.0,42.94,213.8,3.89,4592.79
West Bengal,Murshidabad,Potato,Zaid,Black (Regur),136.7,33.6,36.0,21.4,194.4,24.31,736.48
Bihar,Gaya,Sugarcane,Whole Year,Clay,714.6,25.5,70.8,5.37,263.6,0.94,206.48
Maharashtra,Nagpur,Tomato,Zaid,Clay,135.8,36.4,46.3,38.32,207.8,1.67,773.18
Telangana,Karimnagar,Rice,Kharif,Mountain,347.2,30.0,74.2,17.13,149.9,0.55,2524.13
Karnataka,Belgaum,Groundnut,Zaid,Desert (Arid),122.2,35.5,56.0,33.0,28.6,13.61,7145.22
Tamil Nadu,Tirunelveli,Cotton,Rabi,Alluvial,249.3,18.4,56.5,32.8,177.2,7.65,6015.37
Bihar,Bhagalpur,Tur (Arhar),Whole Year,Clay,544.2,27.4,62.3,46.47,82.2,22.18,5924.26
Rajasthan,Ajmer,Potato,Zaid,Alluvial,167.2,35.3,45.4,10.66,64.1,7.28,1818.73
Rajasthan,Ajmer,Wheat,Whole Year,Red,774.3,24.5,55.9,8.8,133.9,18.08,1653.67
Rajasthan,Jodhpur,Mustard,Zaid,Sandy Loam,141.1,34.9,47.3,42.82,29.3,24.5,6092.25
Madhya Pradesh,Bhopal,Sugarcane,Zaid,Sandy Loam,144.7,35.2,31.7,9.14,93.8,0.7,433.79
Maharashtra,Pune,Rice,Zaid,Mountain,119.7,35.0,43.2,23.95,183.8,24.4,2535.3
Maharashtra,Kolhapur,Jowar,Kharif,Mountain,1110.4,32.2,86.3,35.36,190.2,7.86,3084.37
Andhra Pradesh,East Godavari,Tomato,Zaid,Mountain,147.8,36.5,62.7,8.49,73.7,5.6,2094.73
Rajasthan,Udaipur,Bajra,Zaid,Black (Regur),229.9,39.9,51.2,48.08,112.7,23.19,3659.47
Gujarat,Ahmedabad,Tomato,Zaid,Desert (Arid),164.9,38.6,48.0,28.5,226.7,16.51,1351.47
Punjab,Bathinda,Cotton,Kharif,Alluvial,1281.3,34.0,75.5,39.24,78.6,4.54,5100.73
Punjab,Patiala,Sugarcane,Whole Year,Clay,667.0,26.3,66.9,3.91,67.8,22.49,319.95
Karnataka,Belgaum,Cotton,Kharif,Desert (Arid),885.6,31.9,85.9,47.93,76.4,15.15,5551.99
Karnataka,Dharwad,Maize,Whole Year,Alluvial,286.3,30.9,75.6,20.55,213.9,23.71,1818.12
Uttar Pradesh,Varanasi,Onion,Rabi,Laterite,226.2,17.5,64.6,7.81,167.4,16.88,1860.89
Bihar,Darbhanga,Wheat,Kharif,Laterite,908.2,26.7,90.9,23.1,205.7,21.66,1749.72
Gujarat,Surat,Jowar,Whole Year,Red,369.5,28.2,47.0,29.37,95.2,6.4,2752.81
Uttar Pradesh,Allahabad,Onion,Kharif,Red,908.0,31.9,65.6,18.01,36.9,2.34,2331.34
Tamil Nadu,Coimbatore,Soybean,Whole Year,Mountain,584.4,29.0,72.3,2.08,78.5,24.9,4552.1
Karnataka,Belgaum,Wheat,Kharif,Red,848.8,30.8,79.5,0.7,177.2,0.53,1844.0
West Bengal,Hooghly,Maize,Zaid,Red,134.6,37.6,33.3,35.65,26.5,15.08,2812.11
Rajasthan,Jodhpur,Cotton,Kharif,Clay,791.3,31.6,74.4,6.95,243.3,0.84,4199.25
Bihar,Bhagalpur,Sugarcane,Whole Year,Desert (Arid),660.8,24.2,71.0,39.72,185.5,11.66,309.89
Telangana,Medak,Maize,Rabi,Clay,279.6,14.7,55.4,2.81,67.3,10.93,2695.1
Maharashtra,Nashik,Groundnut,Rabi,Clay,399.3,19.1,57.2,30.18,20.4,19.17,6623.65
Uttar Pradesh,Varanasi,Chana (Gram),Rabi,Sandy Loam,169.4,20.1,28.1,22.15,99.4,0.54,5172.54
Andhra Pradesh,East Godavari,Groundnut,Zaid,Laterite,203.6,39.4,36.0,23.57,220.7,24.79,8044.43
Madhya Pradesh,Ujjain,Tur (Arhar),Zaid,Clay,115.2,42.8,58.2,4.27,97.1,14.8,9574.23
Rajasthan,Kota,Groundnut,Rabi,Clay,323.4,19.0,49.9,41.99,248.8,15.7,4243.88
Gujarat,Surat,Bajra,Whole Year,Sandy Loam,588.3,29.1,49.2,30.76,120.2,18.01,2160.11
Uttar Pradesh,Allahabad,Groundnut,Whole Year,Desert (Arid),811.2,28.3,64.1,25.72,293.2,22.56,3707.37
Telangana,Nizamabad,Wheat,Whole Year,Sandy Loam,326.1,32.3,57.5,11.91,232.4,20.98,2530.3
Bihar,Gaya,Chana (Gram),Zaid,Red,120.1,35.3,35.6,11.74,298.0,7.27,5513.58
Madhya Pradesh,Ujjain,Soybean,Zaid,Red,206.8,33.9,59.4,18.48,182.3,19.61,4898.18
Uttar Pradesh,Lucknow,Mustard,Rabi,Mountain,358.7,24.1,66.7,33.89,131.9,12.41,5795.42
Karnataka,Shimoga,Chana (Gram),Whole Year,Clay,603.9,23.0,61.4,12.4,177.1,3.1,3565.97
Andhra Pradesh,Kurnool,Rice,Rabi,Alluvial,412.3,26.3,53.9,19.82,290.1,13.87,2548.56
West Bengal,Hooghly,Tur (Arhar),Kharif,Black (Regur),557.0,29.3,69.2,32.42,248.6,15.02,5421.76
,Varanasi,Sugarcane,Rabi,Sandy Loam,114.1,21.4,40.3,17.59,189.3,14.24,321.69
Karnataka,Belgaum,Soybean,Whole Year,Mountain,608.9,21.7,58.5,30.78,149.8,23.39,4015.88
Karnataka,Belgaum,Bajra,Whole Year,Clay,793.1,27.8,81.0,35.31,203.9,20.83,1592.42
Madhya Pradesh,Gwalior,Mustard,Rabi,Desert (Arid),203.2,21.7,47.9,38.76,170.8,5.1,5074.31
Uttar Pradesh,Varanasi,Onion,Zaid,Red,151.2,38.7,40.7,40.21,292.6,8.63,2831.2
Bihar,Darbhanga,Tomato,Kharif,Sandy Loam,826.3,33.1,67.8,13.49,284.0,6.51,963.67
Karnataka,Belgaum,Soybean,Rabi,Desert (Arid),512.7,19.1,59.2,21.56,143.5,12.9,4966.77
Maharashtra,Nashik,Maize,Kharif,Alluvial,763.3,29.5,70.9,42.85,87.5,9.32,1922.14
West Bengal,Birbhum,Rice,Zaid,Sandy Loam,94.0,36.0,53.2,3.9,108.9,6.64,2904.62
Andhra Pradesh,Kurnool,Cotton,Kharif,Red,627.5,28.5,82.1,1.7,149.7,23.0,5392.19
Andhra Pradesh,East Godavari,Tur (Arhar),Zaid,Mountain,100.9,34.7,38.1,28.17,76.6,0.65,8084.19
West Bengal,Nadia,Onion,Kharif,Laterite,1041.9,29.5,52.4,34.58,82.5,12.34,2523.7
