State,District,Crop,Season,Soil_Type,Rainfall_mm,Temperature_C,Humidity_pct,Area_hectares,Fertilizer_kg_per_hectare,Pesticide_kg_per_hectare,Yield_ton_per_hectare
West Bengal,Hooghly,Mustard,Whole Year,Clay,706.8,29.4,58.5,35.84,173.8,20.31,1.3
Tamil Nadu,Tirunelveli,Tomato,Rabi,Clay,290.2,18.9,37.3,16.89,134.7,4.11,9.89
Madhya Pradesh,Gwalior,Groundnut,Rabi,Desert (Arid),422.5,15.0,75.3,34.3,209.2,10.88,0.63
Uttar Pradesh,Varanasi,Jowar,Whole Year,Red,743.6,26.2,80.1,36.98,218.2,17.2,1.46
Telangana,Medak,Mustard,Whole Year,Alluvial,773.5,26.8,86.4,9.82,275.1,8.23,1.85
Andhra Pradesh,Kurnool,Mustard,Zaid,Sandy Loam,223.6,33.4,67.5,4.01,94.5,15.65,0.48
Karnataka,Shimoga,Jowar,Whole Year,Mountain,495.1,27.7,60.7,23.43,94.8,12.33,0.4
Bihar,Darbhanga,Jowar,Zaid,Desert (Arid),121.8,37.1,50.0,46.82,88.4,18.9,0.15
Tamil Nadu,Madurai,Tomato,Whole Year,Desert (Arid),509.2,24.3,80.4,13.57,20.2,0.67,6.37
Karnataka,Mysore,Chana (Gram),Whole Year,Mountain,333.9,28.2,66.3,22.61,178.5,9.62,0.54
Punjab,Bathinda,Groundnut,Rabi,Black (Regur),413.3,19.8,45.8,28.36,120.3,21.95,0.69
Uttar Pradesh,Allahabad,Wheat,Rabi,Laterite,235.7,21.7,68.8,33.28,248.7,24.48,2.18
Maharashtra,Ahmednagar,Sugarcane,Rabi,Alluvial,316.1,19.8,55.7,25.72,124.5,17.12,29.72
Gujarat,Ahmedabad,Sugarcane,Whole Year,Desert (Arid),521.4,31.0,52.4,17.42,198.5,9.57,46.77
Andhra Pradesh,Kurnool,Potato,Whole Year,Alluvial,521.4,28.6,65.5,23.75,86.9,,20.93
Andhra Pradesh,Krishna,Chana (Gram),Zaid,Clay,172.1,29.5,23.2,46.03,78.1,9.07,0.52
Maharashtra,Nashik,Potato,Zaid,Mountain,74.3,28.7,38.3,32.05,205.0,23.06,12.05
Andhra Pradesh,East Godavari,Maize,Rabi,Black (Regur),224.1,16.7,57.6,22.79,289.6,9.13,2.18
Madhya Pradesh,Ujjain,Rice,Kharif,Clay,756.7,31.5,55.2,36.86,34.1,12.74,3.45
Andhra Pradesh,Guntur,Soybean,Zaid,Laterite,156.6,33.4,59.2,44.02,208.7,17.33,0.87
Tamil Nadu,Madurai,Onion,Zaid,Desert (Arid),226.0,37.6,50.5,17.86,150.7,11.29,4.16
Rajasthan,Ajmer,Maize,Whole Year,Mountain,285.9,27.4,55.2,47.28,285.8,21.49,1.19
Maharashtra,Nagpur,Bajra,Zaid,Mountain,131.7,33.7,40.3,38.48,285.6,14.01,0.71
Uttar Pradesh,Lucknow,Bajra,Kharif,Laterite,826.8,29.8,83.1,21.72,149.0,23.8,1.01
Bihar,Bhagalpur,Maize,Zaid,Alluvial,239.5,36.3,39.7,40.75,112.0,14.7,0.67
Punjab,Amritsar,Cotton,Rabi,Laterite,265.8,20.0,55.0,6.23,158.8,3.9,0.62
Telangana,Karimnagar,Jowar,Whole Year,Desert (Arid),707.0,30.4,71.9,20.12,103.6,9.87,0.54
Karnataka,Mysore,Groundnut,Kharif,Clay,763.2,27.2,74.3,8.94,47.4,4.74,1.72
Gujarat,Vadodara,Mustard,Kharif,Red,718.6,33.8,77.8,5.1,219.0,10.17,1.28
Punjab,Jalandhar,Bajra,Rabi,Mountain,260.2,9.8,71.4,17.45,39.2,17.32,0.17
Maharashtra,Nagpur,Jowar,Rabi,Mountain,368.7,20.0,41.1,21.33,134.4,14.63,0.41
Uttar Pradesh,Allahabad,Chana (Gram),Whole Year,Alluvial,495.4,27.2,64.6,29.96,223.6,5.38,1.13
Punjab,Amritsar,Groundnut,Rabi,Black (Regur),215.4,19.6,71.0,18.14,172.6,12.88,0.88
Karnataka,Shimoga,Onion,Zaid,Laterite,172.9,37.0,49.0,45.88,196.5,5.83,6.55
Telangana,Medak,Tur (Arhar),Rabi,Clay,319.7,17.2,56.8,31.3,273.9,22.45,0.33
Bihar,Muzaffarpur,Tur (Arhar),Rabi,Desert (Arid),480.9,14.2,68.8,0.87,241.6,10.14,0.29
West Bengal,Birbhum,Potato,Zaid,Alluvial,122.9,37.8,36.1,13.48,53.3,2.9,10.32
Maharashtra,Ahmednagar,Tur (Arhar),Kharif,Alluvial,906.1,30.4,79.6,41.29,222.4,4.43,1.41
Andhra Pradesh,Guntur,Cotton,Zaid,Clay,180.2,33.8,47.2,23.94,217.8,16.18,0.94
Bihar,Bhagalpur,Soybean,Rabi,Black (Regur),328.7,25.5,37.7,40.61,55.5,4.48,0.57
Bihar,Bhagalpur,Rice,Kharif,Laterite,687.8,30.9,90.3,11.49,157.3,6.55,4.29
Punjab,Amritsar,Groundnut,Whole Year,Desert (Arid),455.0,24.2,69.0,19.26,296.1,19.39,1.39
Maharashtra,Nashik,Groundnut,Zaid,Black (Regur),142.4,35.4,39.4,42.19,129.4,14.75,0.88
Andhra Pradesh,East Godavari,Wheat,Rabi,Red,312.4,20.4,62.0,31.67,238.4,23.57,1.95
Andhra Pradesh,Krishna,Onion,Rabi,Sandy Loam,283.0,23.0,56.7,25.02,78.7,14.54,5.32
Gujarat,Rajkot,Rice,Whole Year,Mountain,345.5,31.5,69.5,38.15,85.6,18.5,0.98
Rajasthan,Ajmer,Onion,Whole Year,Clay,472.4,23.7,69.9,14.73,191.3,9.41,10.51
Karnataka,Belgaum,Jowar,Zaid,Desert (Arid),222.3,36.8,44.6,4.96,42.7,1.9,0.18
Andhra Pradesh,East Godavari,Maize,Rabi,Sandy Loam,307.1,25.2,52.7,43.84,54.8,9.39,0.92
Tamil Nadu,Salem,Rice,Zaid,Desert (Arid),102.9,35.6,36.2,16.41,136.2,7.06,0.87
Tamil Nadu,Madurai,Tur (Arhar),Zaid,Desert (Arid),114.0,39.5,59.0,17.87,221.8,3.35,0.22
Maharashtra,Nagpur,Chana (Gram),Rabi,Mountain,341.3,20.5,63.5,6.52,127.3,19.12,0.39
West Bengal,Birbhum,Groundnut,Kharif,Sandy Loam,916.0,31.6,77.7,39.0,261.2,0.91,2.41
Uttar Pradesh,Agra,Tur (Arhar),Rabi,Black (Regur),329.9,21.6,67.3,15.37,96.4,9.33,0.33
Madhya Pradesh,Gwalior,Jowar,Rabi,Clay,197.1,16.6,50.6,25.79,201.2,23.04,0.33
Telangana,Medak,Wheat,Kharif,Black (Regur),1498.2,32.3,79.6,42.97,215.5,7.5,4.96
Karnataka,Raichur,Groundnut,Whole Year,Red,868.5,33.2,57.0,14.89,154.9,8.41,1.15
Bihar,Gaya,Jowar,Rabi,Mountain,266.7,20.5,71.9,7.89,168.8,21.26,0.48
Rajasthan,Ajmer,Onion,Kharif,Laterite,267.7,35.7,65.5,30.78,167.5,7.93,8.31
Karnataka,Raichur,Bajra,Rabi,Desert (Arid),338.4,17.7,42.3,47.88,67.9,19.4,0.18
Telangana,Nalgonda,Potato,Zaid,Black (Regur),65.3,36.2,33.2,9.1,213.7,23.83,12.88
Maharashtra,Kolhapur,Onion,Whole Year,Laterite,972.6,29.6,57.0,47.1,129.2,18.45,21.06
Madhya Pradesh,Indore,Onion,Rabi,Red,269.1,20.1,57.5,42.14,108.2,24.13,3.43
Tamil Nadu,Coimbatore,Soybean,Whole Year,Laterite,868.8,23.0,54.9,18.72,246.8,17.19,1.9
Gujarat,Surat,Mustard,Rabi,Desert (Arid),190.1,20.8,52.0,22.48,286.2,0.84,0.82
Andhra Pradesh,Guntur,Cotton,Whole Year,Black (Regur),682.9,27.2,38.1,41.72,86.0,14.08,1.34
Rajasthan,Jaipur,Maize,Kharif,Alluvial,875.1,32.6,51.4,8.28,87.2,2.28,2.37
Maharashtra,Pune,Soybean,Whole Year,Red,427.2,27.9,59.9,12.95,151.8,24.26,0.9
Maharashtra,Nagpur,Maize,Whole Year,Clay,820.1,28.0,65.8,27.11,182.9,24.21,4.27
Bihar,Muzaffarpur,Rice,Whole Year,Desert (Arid),604.3,27.7,56.7,16.06,181.2,3.61,2.48
Uttar Pradesh,Lucknow,Jowar,Rabi,Laterite,334.2,17.8,59.9,19.84,299.1,3.24,0.41
Maharashtra,Kolhapur,Bajra,Zaid,Red,200.4,36.8,47.3,18.29,251.3,1.91,0.72
Karnataka,Belgaum,Chana (Gram),Rabi,Mountain,151.6,11.5,59.2,1.15,269.8,3.74,0.56
Maharashtra,Pune,Rice,Kharif,Black (Regur),913.0,26.7,75.8,41.41,30.5,16.0,3.85
Andhra Pradesh,Kurnool,Tomato,Rabi,Clay,109.6,20.2,66.5,46.18,225.5,20.81,17.89
Andhra Pradesh,Guntur,Sugarcane,Rabi,Red,330.3,17.7,44.7,22.19,170.4,13.69,38.81
Uttar Pradesh,Varanasi,Bajra,Kharif,Clay,791.9,28.9,75.8,15.81,21.8,23.63,0.65
Bihar,Darbhanga,Potato,Rabi,Mountain,311.2,26.8,69.4,37.84,25.7,7.23,8.08
Telangana,Medak,Soybean,Zaid,Red,128.3,34.7,37.2,44.42,24.8,23.52,0.36
Tamil Nadu,Salem,Soybean,Whole Year,Alluvial,753.8,25.7,69.9,26.01,220.7,10.11,2.6
Gujarat,Junagadh,Sugarcane,Rabi,Mountain,205.9,20.9,54.6,5.52,22.4,17.05,20.66
Tamil Nadu,Thanjavur,Rice,Rabi,Mountain,239.7,22.2,50.7,38.89,40.2,23.06,1.14
Telangana,Nizamabad,Soybean,Whole Year,Desert (Arid),506.1,28.1,73.7,28.99,112.3,7.18,0.78
Uttar Pradesh,Agra,Potato,Rabi,Clay,278.2,17.8,55.5,30.36,215.5,4.34,9.61
Madhya Pradesh,Ujjain,Groundnut,Whole Year,Mountain,738.9,25.1,49.2,8.6,272.7,8.38,2.6
West Bengal,Birbhum,Potato,Rabi,Red,234.7,20.7,50.2,37.82,184.1,6.62,12.42
Gujarat,Junagadh,Sugarcane,Zaid,Alluvial,215.0,33.9,48.0,10.47,101.3,21.02,18.82
West Bengal,Murshidabad,Jowar,Zaid,Clay,104.5,39.1,42.9,36.71,182.4,3.25,0.59
Tamil Nadu,Salem,Wheat,Kharif,Alluvial,657.3,29.5,78.5,12.26,109.4,11.13,2.9
West Bengal,Hooghly,Tur (Arhar),Whole Year,Black (Regur),696.1,22.4,81.2,37.17,105.3,12.46,0.81
West Bengal,Murshidabad,Wheat,Whole Year,Alluvial,556.0,29.4,64.6,0.51,120.6,1.07,2.54
Punjab,Amritsar,Sugarcane,Zaid,Desert (Arid),159.6,36.1,54.5,22.51,264.9,9.84,28.67
Bihar,Bhagalpur,Groundnut,Kharif,Clay,966.4,29.6,75.1,44.19,241.1,1.1,1.81
Andhra Pradesh,Krishna,Tur (Arhar),Whole Year,Black (Regur),289.9,25.8,63.0,42.94,213.8,3.89,0.86
West Bengal,Murshidabad,Potato,Zaid,Black (Regur),136.7,33.6,36.0,21.4,194.4,24.31,15.83
Bihar,Gaya,Sugarcane,Whole Year,Clay,714.6,25.5,70.8,5.37,263.6,0.94,66.88
Maharashtra,Nagpur,Tomato,Zaid,Clay,135.8,36.4,46.3,38.32,207.8,1.67,13.64
Telangana,Karimnagar,Rice,Kharif,Mountain,347.2,30.0,74.2,17.13,149.9,0.55,1.66
Karnataka,Belgaum,Groundnut,Zaid,Desert (Arid),122.2,35.5,56.0,33.0,28.6,13.61,0.44
Tamil Nadu,Tirunelveli,Cotton,Rabi,Alluvial,249.3,18.4,56.5,32.8,177.2,7.65,1.06
Bihar,Bhagalpur,Tur (Arhar),Whole Year,Clay,544.2,27.4,62.3,46.47,82.2,22.18,0.67
Rajasthan,Ajmer,Potato,Zaid,Alluvial,167.2,35.3,45.4,10.66,64.1,7.28,7.72
Rajasthan,Ajmer,Wheat,Whole Year,Red,774.3,24.5,55.9,8.8,133.9,18.08,4.33
Rajasthan,Jodhpur,Mustard,Zaid,Sandy Loam,141.1,34.9,47.3,42.82,29.3,24.5,0.45
Madhya Pradesh,Bhopal,Sugarcane,Zaid,Sandy Loam,144.7,35.2,31.7,9.14,93.8,0.7,21.83
Maharashtra,Pune,Rice,Zaid,Mountain,119.7,35.0,43.2,23.95,183.8,24.4,1.92
Maharashtra,Kolhapur,Jowar,Kharif,Mountain,1110.4,32.2,86.3,35.36,190.2,7.86,0.91
Andhra Pradesh,East Godavari,Tomato,Zaid,Mountain,147.8,36.5,62.7,8.49,73.7,5.6,5.66
Rajasthan,Udaipur,Bajra,Zaid,Black (Regur),229.9,39.9,51.2,48.08,112.7,23.19,0.35
Gujarat,Ahmedabad,Tomato,Zaid,Desert (Arid),164.9,38.6,48.0,28.5,226.7,16.51,6.33
Punjab,Bathinda,Cotton,Kharif,Alluvial,1281.3,34.0,75.5,39.24,78.6,4.54,2.13
Punjab,Patiala,Sugarcane,Whole Year,Clay,667.0,26.3,66.9,3.91,67.8,22.49,42.08
Karnataka,Belgaum,Cotton,Kharif,Desert (Arid),885.6,31.9,85.9,47.93,76.4,15.15,0.71
Karnataka,Dharwad,Maize,Whole Year,Alluvial,286.3,30.9,75.6,20.55,213.9,23.71,1.94
Uttar Pradesh,Varanasi,Onion,Rabi,Laterite,226.2,17.5,64.6,7.81,167.4,16.88,5.99
Bihar,Darbhanga,Wheat,Kharif,Laterite,908.2,26.7,90.9,23.1,205.7,21.66,5.35
Gujarat,Surat,Jowar,Whole Year,Red,369.5,28.2,47.0,29.37,95.2,6.4,0.54
Uttar Pradesh,Allahabad,Onion,Kharif,Red,908.0,31.9,65.6,18.01,36.9,2.34,7.15
Tamil Nadu,Coimbatore,Soybean,Whole Year,Mountain,584.4,29.0,72.3,2.08,78.5,24.9,0.77
Karnataka,Belgaum,Wheat,Kharif,Red,848.8,30.8,79.5,0.7,177.2,0.53,4.28
West Bengal,Hooghly,Maize,Zaid,Red,134.6,37.6,33.3,35.65,26.5,15.08,0.77
Rajasthan,Jodhpur,Cotton,Kharif,Clay,791.3,31.6,74.4,6.95,243.3,0.84,2.18
Bihar,Bhagalpur,Sugarcane,Whole Year,Desert (Arid),660.8,24.2,71.0,39.72,185.5,11.66,49.31
Telangana,Medak,Maize,Rabi,Clay,279.6,14.7,55.4,2.81,67.3,10.93,0.62
Maharashtra,Nashik,Groundnut,Rabi,Clay,399.3,19.1,57.2,30.18,20.4,19.17,0.55
Uttar Pradesh,Varanasi,Chana (Gram),Rabi,Sandy Loam,169.4,20.1,28.1,22.15,99.4,0.54,0.34
Andhra Pradesh,East Godavari,Groundnut,Zaid,Laterite,203.6,39.4,36.0,23.57,220.7,24.79,0.43
Madhya Pradesh,Ujjain,Tur (Arhar),Zaid,Clay,115.2,42.8,58.2,4.27,97.1,14.8,0.24
Rajasthan,Kota,Groundnut,Rabi,Clay,323.4,19.0,49.9,41.99,248.8,15.7,1.43
Gujarat,Surat,Bajra,Whole Year,Sandy Loam,588.3,29.1,49.2,30.76,120.2,18.01,0.61
Uttar Pradesh,Allahabad,Groundnut,Whole Year,Desert (Arid),811.2,28.3,64.1,25.72,293.2,22.56,1.53
Telangana,Nizamabad,Wheat,Whole Year,Sandy Loam,326.1,32.3,57.5,11.91,232.4,20.98,2.58
Bihar,Gaya,Chana (Gram),Zaid,Red,120.1,35.3,35.6,11.74,298.0,7.27,0.5
Madhya Pradesh,Ujjain,Soybean,Zaid,Red,206.8,33.9,59.4,18.48,182.3,19.61,0.99
Uttar Pradesh,Lucknow,Mustard,Rabi,Mountain,358.7,24.1,66.7,33.89,131.9,12.41,0.53
Karnataka,Shimoga,Chana (Gram),Whole Year,Clay,603.9,23.0,61.4,12.4,177.1,3.1,0.87
Andhra Pradesh,Kurnool,Rice,Rabi,Alluvial,412.3,26.3,53.9,19.82,290.1,13.87,2.43
West Bengal,Hooghly,Tur (Arhar),Kharif,Black (Regur),557.0,29.3,69.2,32.42,248.6,15.02,1.04
,Varanasi,Sugarcane,Rabi,Sandy Loam,114.1,21.4,40.3,17.59,189.3,14.24,47.07
Karnataka,Belgaum,Soybean,Whole Year,Mountain,608.9,21.7,58.5,30.78,149.8,23.39,1.09
Karnataka,Belgaum,Bajra,Whole Year,Clay,793.1,27.8,81.0,35.31,203.9,20.83,2.05
Madhya Pradesh,Gwalior,Mustard,Rabi,Desert (Arid),203.2,21.7,47.9,38.76,170.8,5.1,0.4
Uttar Pradesh,Varanasi,Onion,Zaid,Red,151.2,38.7,40.7,40.21,292.6,8.63,10.27
Bihar,Darbhanga,Tomato,Kharif,Sandy Loam,826.3,33.1,67.8,13.49,284.0,6.51,26.18
Karnataka,Belgaum,Soybean,Rabi,Desert (Arid),512.7,19.1,59.2,21.56,143.5,12.9,0.57
Maharashtra,Nashik,Maize,Kharif,Alluvial,763.3,29.5,70.9,42.85,87.5,9.32,2.26
West Bengal,Birbhum,Rice,Zaid,Sandy Loam,94.0,36.0,53.2,3.9,108.9,6.64,0.9
Andhra Pradesh,Kurnool,Cotton,Kharif,Red,627.5,28.5,82.1,1.7,149.7,23.0,1.04
Andhra Pradesh,East Godavari,Tur (Arhar),Zaid,Mountain,100.9,34.7,38.1,28.17,76.6,0.65,0.25
West Bengal,Nadia,Onion,Kharif,Laterite,1041.9,29.5,52.4,34.58,82.5,12.34,14.99
Madhya Pradesh,Indore,Wheat,Zaid,Red,161.5,31.3,50.7,31.6,113.3,19.31,0.9
Rajasthan,Kota,Bajra,Zaid,Black (Regur),118.4,32.9,46.8,45.97,268.9,10.29,0.9
Karnataka,Dharwad,Jowar,Whole Year,Laterite,527.2,23.3,82.5,38.19,170.3,5.69,0.7
Gujarat,Ahmedabad,Chana (Gram),Whole Year,Red,885.7,25.4,65.5,4.32,240.2,2.69,1.92
Telangana,Warangal,Wheat,Zaid,Black (Regur),134.8,34.3,47.2,46.64,252.2,7.5,1.6
Gujarat,Junagadh,Onion,Kharif,Red,774.1,27.4,75.5,2.55,251.5,10.93,15.99
Gujarat,Junagadh,Chana (Gram),Zaid,Sandy Loam,207.3,38.6,28.9,41.68,87.5,10.53,0.3
Tamil Nadu,Salem,Groundnut,Rabi,Alluvial,271.1,24.3,59.8,48.4,256.3,7.94,0.95
Andhra Pradesh,Krishna,Chana (Gram),Whole Year,Red,838.2,23.2,64.5,14.59,37.3,8.34,0.83
Uttar Pradesh,Agra,Potato,Zaid,Laterite,70.4,35.3,45.5,19.43,176.8,3.15,7.7
Maharashtra,Nashik,Tomato,Rabi,Mountain,160.3,21.4,65.8,49.24,181.6,7.44,12.01
Punjab,Patiala,Potato,Whole Year,Sandy Loam,267.8,29.3,62.6,38.53,85.7,8.91,13.2
Telangana,Nizamabad,Potato,Whole Year,Alluvial,681.0,24.3,65.7,8.33,277.2,14.28,30.6
Punjab,Jalandhar,Wheat,Whole Year,Desert (Arid),662.3,30.3,58.0,12.24,176.9,21.96,2.51
Tamil Nadu,Salem,Soybean,Rabi,Desert (Arid),508.6,18.8,51.8,0.74,198.6,1.75,0.98
Andhra Pradesh,East Godavari,Maize,Rabi,Mountain,282.5,23.3,45.6,4.81,218.0,1.1,1.57
Uttar Pradesh,Agra,Groundnut,Zaid,Desert (Arid),169.0,36.7,49.4,46.2,208.2,6.73,0.78
Rajasthan,Udaipur,Sugarcane,Zaid,Black (Regur),109.9,35.5,59.4,40.66,178.9,6.2,37.63
Punjab,Amritsar,Mustard,Zaid,Desert (Arid),160.7,42.1,38.4,15.87,259.2,5.59,0.3
Uttar Pradesh,Varanasi,Mustard,Whole Year,Clay,373.6,29.5,64.6,20.59,185.5,11.05,1.08
Maharashtra,Kolhapur,Groundnut,Kharif,Desert (Arid),1388.6,31.7,73.9,35.8,287.4,17.37,2.84
Uttar Pradesh,Meerut,Cotton,Kharif,Black (Regur),666.3,28.2,76.6,20.88,108.9,16.34,1.54
Tamil Nadu,Madurai,Sugarcane,Whole Year,Red,548.3,26.3,57.9,29.17,175.4,16.26,69.64
Telangana,Warangal,Tur (Arhar),Rabi,Desert (Arid),260.6,22.8,66.6,4.96,99.5,6.46,0.33
Andhra Pradesh,Kurnool,Tomato,Kharif,Laterite,844.9,33.8,56.0,26.36,202.3,23.05,28.19
Maharashtra,Nashik,Bajra,Zaid,Black (Regur),96.4,33.5,34.9,8.38,108.1,18.04,0.32
Rajasthan,Kota,Wheat,Rabi,Sandy Loam,299.1,27.6,58.9,45.42,73.2,16.75,1.6
Bihar,Muzaffarpur,Mustard,Whole Year,Sandy Loam,471.8,27.3,70.5,46.0,293.6,4.32,1.13
Andhra Pradesh,Kurnool,Soybean,Whole Year,Clay,510.4,22.9,59.7,20.8,189.4,14.22,1.59
Bihar,Darbhanga,Jowar,Kharif,Sandy Loam,777.5,29.4,98.0,42.09,240.3,0.74,1.24
Madhya Pradesh,Bhopal,Tomato,Rabi,Mountain,314.5,17.7,73.6,5.57,88.3,9.78,3.74
Telangana,Medak,Chana (Gram),Kharif,Laterite,508.9,27.6,78.9,26.02,42.5,14.12,0.51
Maharashtra,Ahmednagar,Bajra,Rabi,Alluvial,404.4,22.4,48.3,6.23,99.4,3.11,0.35
Punjab,Amritsar,Bajra,Kharif,Mountain,1242.5,30.4,77.6,36.33,292.3,1.02,1.26
West Bengal,Hooghly,Cotton,Rabi,Alluvial,423.2,23.9,72.2,41.96,265.5,16.1,1.36
Madhya Pradesh,Jabalpur,Wheat,Whole Year,Desert (Arid),856.3,33.9,49.7,30.41,246.3,22.4,4.94
Karnataka,Raichur,Bajra,Zaid,Black (Regur),192.4,37.0,50.8,21.36,277.7,20.37,0.58
Rajasthan,Jaipur,Soybean,Whole Year,Mountain,382.5,23.7,73.7,4.92,220.7,2.32,0.79
Uttar Pradesh,Agra,Tur (Arhar),Whole Year,Laterite,469.7,24.0,62.0,41.13,276.9,20.28,0.97
Rajasthan,Jaipur,Tomato,Zaid,Alluvial,92.9,30.8,39.3,41.24,200.2,20.83,16.86
Gujarat,Junagadh,Rice,Kharif,Alluvial,704.2,27.6,66.3,27.28,33.3,22.87,2.84
Bihar,Muzaffarpur,Mustard,Zaid,Laterite,140.5,28.2,44.2,27.22,177.7,18.74,0.81
Madhya Pradesh,Jabalpur,Cotton,Kharif,Red,862.2,34.4,75.3,18.25,108.7,21.17,1.46
Madhya Pradesh,Indore,Mustard,Rabi,Clay,222.9,25.1,43.3,34.2,228.7,6.33,0.69
Maharashtra,Ahmednagar,Mustard,Zaid,Clay,121.0,37.9,50.7,49.07,125.9,22.84,0.46
Maharashtra,Kolhapur,Soybean,Zaid,Desert (Arid),159.4,33.3,41.9,38.18,250.9,8.36,0.85
Gujarat,Ahmedabad,Wheat,Whole Year,Red,579.6,24.8,57.0,41.88,278.2,19.02,3.57
Maharashtra,Ahmednagar,Groundnut,Zaid,Alluvial,193.9,38.5,63.5,25.17,281.4,15.52,0.7
Maharashtra,Pune,Chana (Gram),Whole Year,Red,679.5,25.6,75.3,24.88,143.5,11.94,1.07
Maharashtra,Kolhapur,Jowar,Whole Year,Desert (Arid),974.9,23.2,52.5,4.13,281.5,4.12,2.04
Andhra Pradesh,Krishna,Tomato,Whole Year,Red,573.9,27.0,82.8,27.16,86.1,15.22,16.01
Rajasthan,Kota,Soybean,Kharif,Laterite,811.0,35.4,87.0,31.53,22.7,23.79,0.79
West Bengal,Nadia,Cotton,Rabi,Red,329.2,29.6,51.5,39.76,200.9,3.76,1.46
Tamil Nadu,Coimbatore,Tur (Arhar),Kharif,Desert (Arid),1002.8,26.6,83.6,16.37,159.4,2.42,1.12
Andhra Pradesh,West Godavari,Bajra,Zaid,Mountain,158.6,40.9,36.8,24.96,132.5,8.01,0.22
Punjab,Amritsar,Jowar,Whole Year,Sandy Loam,440.7,26.4,52.2,21.57,65.2,4.66,0.52
Karnataka,Shimoga,Mustard,Rabi,Desert (Arid),377.0,19.8,45.7,32.22,74.9,9.55,0.28
West Bengal,Burdwan,Maize,Kharif,Desert (Arid),662.1,29.8,77.3,22.74,191.3,1.16,3.33
Punjab,Bathinda,Soybean,Rabi,Alluvial,240.1,23.3,62.5,19.19,145.0,21.71,0.71
Gujarat,Vadodara,Chana (Gram),Rabi,Clay,362.2,19.9,52.8,9.89,222.7,13.98,0.99
Bihar,Muzaffarpur,Mustard,Zaid,Clay,172.4,33.2,45.3,32.1,266.1,20.08,0.59
West Bengal,Murshidabad,Bajra,Kharif,Black (Regur),728.0,27.4,65.1,2.71,134.6,11.83,1.08
Rajasthan,Kota,Tur (Arhar),Zaid,Sandy Loam,112.2,30.7,45.2,13.25,65.0,2.15,0.31
Karnataka,Raichur,Tur (Arhar),Rabi,Sandy Loam,369.9,16.4,56.3,22.46,170.9,19.45,0.37
Rajasthan,Ajmer,Sugarcane,Whole Year,Alluvial,888.0,27.3,62.4,4.11,201.2,4.18,185.76
Uttar Pradesh,Agra,Groundnut,Rabi,Sandy Loam,341.7,19.2,50.1,41.61,270.3,1.49,0.81
Tamil Nadu,Madurai,Onion,Zaid,Sandy Loam,127.4,34.2,33.2,20.44,260.0,17.07,10.7
Maharashtra,Nashik,Tur (Arhar),Zaid,Desert (Arid),130.1,33.6,43.1,12.54,154.4,9.94,0.23
Telangana,Nizamabad,Soybean,Rabi,Clay,484.6,17.6,60.7,41.35,51.0,14.4,0.46
Tamil Nadu,Madurai,Chana (Gram),Rabi,Sandy Loam,282.0,21.8,63.1,5.94,248.9,13.82,0.58
Punjab,Patiala,Mustard,Whole Year,Alluvial,569.2,26.0,60.8,12.86,41.6,18.44,0.89
Tamil Nadu,Coimbatore,Tomato,Rabi,Red,319.1,22.5,44.9,3.51,285.3,1.06,16.57
Rajasthan,Jodhpur,Tomato,Kharif,Desert (Arid),429.8,32.2,65.6,3.43,283.6,4.02,6.15
Maharashtra,Pune,Maize,Whole Year,Red,625.4,30.1,57.6,14.63,184.2,6.46,3.06
Madhya Pradesh,Indore,Soybean,Kharif,Black (Regur),424.9,27.9,59.2,18.11,232.3,19.78,1.58
Karnataka,Mysore,Soybean,Kharif,Red,1064.8,27.4,94.1,10.29,43.9,7.88,1.31
Madhya Pradesh,Gwalior,Potato,Kharif,Desert (Arid),655.4,33.8,83.8,10.93,90.6,3.54,12.79
Andhra Pradesh,West Godavari,Onion,Kharif,Laterite,795.2,27.4,71.7,18.78,113.7,24.81,15.19
Uttar Pradesh,Allahabad,Potato,Rabi,Laterite,216.8,24.0,59.8,9.94,96.4,4.3,10.73
Tamil Nadu,Coimbatore,Cotton,Kharif,Red,1055.3,33.3,73.7,0.87,253.1,14.29,2.2
Rajasthan,Udaipur,Jowar,Whole Year,Clay,629.1,28.8,42.4,23.57,240.3,2.2,1.57
Bihar,Patna,Bajra,Rabi,Black (Regur),273.2,14.2,57.5,41.82,222.2,9.81,0.66
Bihar,Patna,Onion,Zaid,Mountain,187.4,34.2,33.4,19.61,204.7,8.47,5.08
Uttar Pradesh,Meerut,Chana (Gram),Zaid,Desert (Arid),214.6,40.2,35.2,49.4,269.5,2.63,0.4
Uttar Pradesh,Lucknow,Tomato,Whole Year,Clay,520.4,30.7,63.4,41.7,266.3,4.69,24.01
Maharashtra,Pune,Rice,Zaid,Black (Regur),208.5,36.5,37.7,44.64,108.7,15.73,0.67
Rajasthan,Udaipur,Cotton,Rabi,Alluvial,323.1,21.6,56.4,3.61,248.1,4.22,1.53
Punjab,Ludhiana,Potato,Zaid,Red,182.9,36.2,63.3,22.04,188.4,8.18,12.7
Maharashtra,Pune,Wheat,Kharif,Alluvial,1062.0,32.8,81.8,3.04,185.8,2.57,8.01
Telangana,Warangal,Sugarcane,Kharif,Sandy Loam,780.3,30.6,66.5,23.12,27.6,21.33,60.91
Bihar,Patna,Chana (Gram),Zaid,Laterite,89.4,36.1,29.5,41.72,167.7,6.86,0.27
